,0
Poly_PE,0.2573274597332434
Poly_PP,0.20962549120786025
Poly_PS,0.0658772803374467
Poly_PET,0.10738404758524236
Poly_PVC,0.020348197787862624
Poly_PA,0.11633715627065663
Poly_PC,0.006001631162089376
Poly_PU,0.003829063287011592
Poly_PMMA,0.002000128599854652
Poly_EPS,0.0028802284268520184
Poly_XPS,0.0
Poly_Rayon,0.03851587213564128
Poly_CA,0.0004930878771195651
Poly_Other,0.1693803555891197
