subbasn,MassFlux_Low,MassFlux_Median,MassFlux_High,subbasin,mask,name
3596.0,14526.929145740305,60488.815105579226,170714.93194909437,3596,0,Basin181565
3598.0,2831.585846152327,11790.466586925362,33275.717130874684,3598,0,Basin181567
3600.0,2457022.5184723595,10230818.87018767,28873991.73151442,3600,0,Basin181647
3601.0,13906.541176385585,57905.57588168399,163424.36909799912,3601,0,Basin181648
3603.0,82494.56943547753,343499.90336809575,969444.7233864928,3603,0,Basin181788
3606.0,138639.76032149268,577283.3848251847,1629241.5975376638,3606,0,Basin181801
3615.0,236795.36507836846,985994.4185301955,2782728.8361951024,3615,0,Basin181859
3621.0,213048.53041371098,887114.7532573446,2503665.090298598,3621,0,Basin181868
3623.0,5328440.003641043,22187140.788521398,62617795.09561012,3623,0,Basin181872
3624.0,411425.83562571445,1713139.855722345,4834919.5364209805,3624,0,Basin181905
3627.0,1198.8375029960296,4991.850606060461,14088.281197544164,3627,0,Basin181979
3628.0,40668.48950991898,169339.90094596244,477920.5811156637,3628,0,Basin182041
3629.0,10552.054720273069,43937.798591501625,124003.72339000189,3629,0,Basin182042
3632.0,4878.320167423668,20312.88262458658,57328.15841893376,3632,0,Basin182067
3637.0,314399.7007671984,1309131.8322105953,3694705.3973224782,3637,0,Basin182277
3638.0,2549.3092435930134,10615.09242150182,29958.51013459323,3638,0,Basin182285
3640.0,8430.006598391476,35101.78272043392,99066.2230356379,3640,0,Basin182290
3654.0,501742.76571875333,2089211.3592378218,5896289.659452479,3654,0,Basin182528
3655.0,202112.07131121634,841576.329690757,2375143.993188829,3655,0,Basin182529
3656.0,1032928.8851955488,4301022.172475224,12138586.385004757,3656,0,Basin182530
3658.0,63501.88688850201,264416.0962250123,746249.9603358022,3658,0,Basin182532
3659.0,961447.7797423708,4003381.334007478,11298567.690712197,3659,0,Basin182533
3660.0,271976.5981832044,1132485.881599575,3196165.272424876,3660,0,Basin182536
3662.0,63700.53623914046,265243.25409995357,748584.4117560405,3662,0,Basin182541
3675.0,75098.2526304512,312702.311172727,882526.0286385212,3675,0,Basin182571
3682.0,4.504520654360831,18.75641536262271,52.93540907769817,3682,0,Basin182582
3683.0,16608.99858952201,69158.36338783387,195182.6181229963,3683,0,Basin182583
3684.0,60227.80778084972,250783.1278394061,707774.2311261841,3684,0,Basin182584
3685.0,55890.88753728304,232724.58538291778,656808.3981671768,3685,0,Basin182589
3687.0,282134.22300176433,1174781.3098623252,3315533.8060129513,3687,0,Basin182591
3688.0,4073942.118837189,16963525.402024407,47875414.31533553,3688,0,Basin182592
3689.0,12495.724535892421,52031.06337745738,146844.98990793378,3689,0,Basin182593
3694.0,4556.3480188986805,18972.21980687159,53544.464503068244,3694,0,Basin182627
3697.0,421998.2816574819,1757162.5618850456,4959162.890728102,3697,0,Basin182721
3698.0,6813.352189910575,28370.180423544123,80067.91688571443,3698,0,Basin182762
3703.0,78656.92284384245,327520.2911050291,924346.1640032274,3703,0,Basin182774
3709.0,35639.328818843525,148398.93206487497,418819.8023808987,3709,0,Basin182996
3711.0,286.8548122889287,1194.437415410578,3371.0083712726155,3711,0,Basin183009
3712.0,9926814.938563494,41334356.86110858,116656143.89019306,3712,0,Basin183087
3717.0,67027.55613083544,279096.66310761933,787682.2808724832,3717,0,Basin183227
3721.0,172291.46968759826,717406.0498021751,2024703.6540239763,3721,0,Basin183255
3726.0,1010605.2093355511,4208068.411358531,11876247.058705322,3726,0,Basin183261
3743.0,328949.6864152093,1369716.6524999843,3865691.2804944105,3743,0,Basin183340
3745.0,267495.0199720914,1113824.9964893383,3143499.474191872,3745,0,Basin183348
3746.0,3509.9962830409536,14615.306101936301,41248.137895448825,3746,0,Basin183417
3748.0,14425.91424150132,60068.19820822131,169527.84331322403,3748,0,Basin183430
3749.0,68727.9459465509,286176.932043906,807664.6135984549,3749,0,Basin183434
3750.0,238424.47573644458,992777.8875203909,2801873.5234404835,3750,0,Basin183478
3751.0,89396.74178096137,372239.9228618397,1050556.4208718284,3751,0,Basin183479
3752.0,31841.973172615486,132587.0876433601,374194.72682441614,3752,0,Basin183480
3763.0,343693.8466424318,1431109.9981220362,4038959.0292790798,3763,0,Basin183522
3767.0,2043.156375813964,8507.517797361576,24010.394637377038,3767,0,Basin183726
3769.0,762.3257056720535,3174.2550815805703,8958.561004960275,3769,0,Basin183729
3770.0,1629.1769486948515,6783.74501831802,19145.46626745466,3770,0,Basin183730
3771.0,4448.485063465524,18523.088245584215,52276.90018084541,3771,0,Basin183731
3772.0,118970.20647754463,495381.1470060729,1398092.5011077921,3772,0,Basin183807
3780.0,23010.867578325542,95815.16509099549,270414.94133502763,3780,0,Basin183989
3794.0,1121829.3545070267,4671195.661795096,13183310.801052574,3794,0,Basin184015
3796.0,22393.335257109684,93243.81652689111,263157.93697195174,3796,0,Basin184021
3797.0,498497.9289741085,2075700.1533989632,5858157.575342301,3797,0,Basin184027
3798.0,161916.92761246444,674207.3977614007,1902785.9915509813,3798,0,Basin184028
3799.0,322233.1148298349,1341749.4577339636,3786760.6923690704,3799,0,Basin184051
3801.0,99385.43808527567,413831.94811616675,1167939.7709758803,3801,0,Basin184069
3802.0,218.6675968943724,910.5120363310596,2569.6982169312037,3802,0,Basin184139
3803.0,25903.157898055946,107858.39959889764,304404.0342917165,3803,0,Basin184147
3804.0,1204.4713109742943,5015.309271392874,14154.487560635413,3804,0,Basin184151
3805.0,30121.941281750453,125425.0308880449,353981.5679211528,3805,0,Basin184177
3808.0,29239.821564502457,121751.96440976266,343615.23337169964,3808,0,Basin184203
3811.0,89874.73549782907,374230.2453361334,1056173.6207651105,3811,0,Basin184213
3812.0,1981530.6558695452,8250913.890089183,23286192.675552897,3812,0,Basin184214
3816.0,517245.4646373688,2153763.1911575473,6078471.465694357,3816,0,Basin184238
3822.0,140279.24812800979,584110.0633200918,1648508.2330745354,3822,0,Basin184437
3823.0,35.63828716069152,148.3945946948274,418.80756121149875,3823,0,Basin184443
3824.0,153.94212681535146,641.0010507020264,1809.0691735140506,3824,0,Basin184444
3825.0,6366.1352449619135,26508.009635507075,74812.39388030488,3825,0,Basin184445
3827.0,6857.103550560315,28552.35712024369,80582.0661929127,3827,0,Basin184449
3828.0,2259406.43180551,9407963.412688294,26551682.835468773,3828,0,Basin184526
3830.0,4862.198556223568,20245.75369807338,57138.70339156194,3830,0,Basin184528
3831.0,2001.6644962752093,8334.749375032026,23522.79789061549,3831,0,Basin184529
3834.0,913205.3468736415,3802504.220010157,10731641.0153206,3834,0,Basin184663
3835.0,144093.8737021399,599993.8181546936,1693336.258238398,3835,0,Basin184679
3849.0,1791250.3772277925,7458604.071714797,21050091.398146544,3849,0,Basin184725
3858.0,168994.65911312657,703678.4296508916,1985960.7932842022,3858,0,Basin184735
3859.0,78285.35228396532,325973.10500192386,919979.6084698915,3859,0,Basin184742
3861.0,6985.400912278571,29086.575695529078,82089.76786580223,3861,0,Basin184751
3866.0,94.81853767825035,394.8157891224298,1114.2712988313576,3866,0,Basin184862
3867.0,36.233804317802,150.87427411277366,425.80585176077443,3867,0,Basin184864
3868.0,2452.81504122845,10213.299316638917,28824.54706332852,3868,0,Basin184868
3869.0,4285.612924331583,17844.903433702482,50362.88890773287,3869,0,Basin184876
3871.0,114536.43646131924,476919.3308822735,1345988.5265510082,3871,0,Basin184916
3875.0,23732.6013411251,98820.39900488415,278896.4813057667,3875,0,Basin184931
3877.0,1358.782005172007,5657.845003239272,15967.887997485797,3877,0,Basin184957
3881.0,199378.8206564834,830195.3219201076,2343023.87373059,3881,0,Basin184963
3883.0,276389.8648021384,1150862.323437085,3248028.298874995,3883,0,Basin185154
3884.0,515.8387535461119,2147.905773787892,6061.940333353397,3884,0,Basin185164
3886.0,8419.709063574313,35058.904719629376,98945.21033309636,3886,0,Basin185174
3887.0,246069.58451005298,1024611.4269029688,2891715.926534512,3887,0,Basin185246
3905.0,885691.1763729815,3687937.7100822255,10408304.9752303,3905,0,Basin185454
3906.0,60746.8273164535,252944.2781011272,713873.5507973916,3906,0,Basin185463
3907.0,42485.291998305605,176904.90169050035,499270.95118068287,3907,0,Basin185467
3908.0,100050.30950821782,416600.41240533994,1175753.086411218,3908,0,Basin185486
3909.0,173444.32351650562,722206.4285608879,2038251.5526180079,3909,0,Basin185498
3910.0,1383.069118337115,5758.974339174891,16253.300890301975,3910,0,Basin185509
3911.0,0.0,0.0,0.0,3911,0,Basin185580
3912.0,0.0,0.0,0.0,3912,0,Basin185585
3913.0,0.0,0.0,0.0,3913,0,Basin185587
3914.0,20094.940483232655,83673.50919477036,236148.07800739387,3914,0,Basin185588
3915.0,30956.331113748864,128899.35445411851,363786.99905939127,3915,0,Basin185605
3916.0,816.7907648994382,3401.0426472296904,9598.61361252275,3916,0,Basin185618
3919.0,2437116.413987895,10147931.656960906,28640062.782158088,3919,0,Basin185651
3925.0,6577.514381174614,27388.173182755898,77296.44088652235,3925,0,Basin185893
3926.0,79297.525389933,330187.70199262176,931874.2808519512,3926,0,Basin185968
3929.0,145.58908935304106,606.2197604817304,1710.9074624159625,3929,0,Basin185972
3931.0,165706.52883822328,689986.953479549,1947319.9401150055,3931,0,Basin186120
3951.0,438493.5465166676,1825847.3483374817,5153008.953420842,3951,0,Basin186228
3952.0,6668.600811377466,27767.448814920946,78366.85388142055,3952,0,Basin186267
3953.0,26633.300772778202,110898.64829197267,312984.39493923,3953,0,Basin186329
3954.0,0.0,0.0,0.0,3954,0,Basin186330
3956.0,38685.60384871181,161083.34493657105,454618.46493407025,3956,0,Basin186356
3957.0,13548.987038018731,56416.75288620257,159222.52920554578,3957,0,Basin186357
3962.0,9371.291732098673,39021.20862547048,110127.8469985136,3962,0,Basin186371
3965.0,1075616.772022996,4478770.6606552275,12640238.15336457,3965,0,Basin186400
3968.0,19730.71010735282,82156.88695194137,231867.78151745393,3968,0,Basin186603
3969.0,2688.6971553597764,11195.491041074138,31596.543722632505,3969,0,Basin186605
3971.0,10688.554401334097,44506.17088043044,125607.8155921202,3971,0,Basin186608
3972.0,3274.137384438644,13633.211044857833,38476.414056189344,3972,0,Basin186609
3974.0,19494.500695776293,81173.33239063615,229091.9385833781,3974,0,Basin186690
3979.0,7972.998004545764,33198.84039467061,93695.63230611687,3979,0,Basin186846
3985.0,632375.8647354956,2633155.7327401587,7431440.026416426,3985,0,Basin186872
3990.0,478759.422469557,1993510.8029563616,5626198.173537871,3990,0,Basin186886
3995.0,398.6753506483348,1660.0479929779508,4685.080698949292,3995,0,Basin186939
3998.0,895.3427941616926,3728.126170976747,10521.727107152907,3998,0,Basin187047
3999.0,28.057945660115447,116.83074036158399,329.7262784132551,3999,0,Basin187049
4000.0,12.217607797522163,50.87301050914155,143.57666804937327,4000,0,Basin187052
4001.0,15649.227972959694,65161.96560915888,183903.75981444452,4001,0,Basin187079
4005.0,93485.26460403528,389264.16099357017,1098603.1820634769,4005,0,Basin187086
4009.0,586763.8520843615,2443231.44990184,6895425.046396862,4009,0,Basin187091
4015.0,6344.174770123713,26416.56821049619,74554.3227539187,4015,0,Basin187320
4017.0,8393.737954104517,34950.7633758502,98640.00775784468,4017,0,Basin187330
4018.0,28806.446345847547,119947.4293143159,338522.3730556024,4018,0,Basin187331
4020.0,241621.55565315174,1006090.2382601318,2839444.38751925,4020,0,Basin187543
4021.0,34139.47207128544,142153.66463239084,401194.0578051533,4021,0,Basin187561
4022.0,104363.799111155,434561.3917998334,1226443.5714160597,4022,0,Basin187577
4025.0,10297.5200630405,42877.9393697185,121012.52915671236,4025,0,Basin187594
4032.0,183605.3823155721,764516.1556069427,2157660.44103556,4032,0,Basin187606
4040.0,376673.4801378,1568434.2001428092,4426523.106406747,4040,0,Basin187616
4041.0,875772.1302796613,3646635.7019879343,10291740.127847012,4041,0,Basin187617
4043.0,283535.1795779733,1180614.7659533597,3331997.313487363,4043,0,Basin187651
4044.0,755.3028024138262,3145.0123495186567,8876.030523825182,4044,0,Basin187660
4046.0,0.0,0.0,0.0,4046,0,Basin187666
4048.0,254938.73552273592,1061541.7671261088,2995942.8072734736,4048,0,Basin187677
4049.0,149.71748149951443,623.4100108592218,1759.4227526933323,4049,0,Basin187687
4050.0,3019.3053920453594,12572.113746439216,35481.72565347018,4050,0,Basin187715
4051.0,233757.730683104,973345.9844771267,2747031.715084971,4051,0,Basin187742
4052.0,19958.70275989555,83106.22767403963,234547.06423255813,4052,0,Basin187757
4053.0,839.1029053396256,3493.9483759047675,9860.817378967233,4053,0,Basin187766
4054.0,57.42140613312218,239.09752597005567,674.7944690920231,4054,0,Basin187768
4056.0,12401.992979687899,51640.77368058251,145743.49240089665,4056,0,Basin187777
4057.0,13511.97104678165,56262.62165671653,158787.53139137113,4057,0,Basin187801
4064.0,615593.1034262915,2563273.8371510147,7234215.4150704825,4064,0,Basin188032
4065.0,393.1244284329716,1636.9344564430107,4619.848377737873,4065,0,Basin188039
4066.0,558.0441151197263,2323.6450705847706,6557.921648925467,4066,0,Basin188041
4069.0,29315.841823856485,122068.50587328954,344508.5944717764,4069,0,Basin188053
4070.0,335.155783318889,1395.558277000787,3938.6229648133794,4070,0,Basin188132
4071.0,5377.452709446136,22391.225249147938,63193.77372483134,4071,0,Basin188133
4072.0,185.283045724052,771.5017938451999,2177.3757016896748,4072,0,Basin188134
4081.0,39036.6680999759,162545.14463090763,458744.0381479991,4081,0,Basin188315
4084.0,530231.8329906006,2207837.250880068,6231082.314652611,4084,0,Basin188319
4085.0,6979.102973958098,29060.351651700443,82015.75689617383,4085,0,Basin188323
4087.0,1361421.0779707474,5668833.862961217,15998901.374692073,4087,0,Basin188326
4088.0,82727.52335041898,344469.90233674535,972182.3089654909,4088,0,Basin188328
4090.0,27336.703290465957,113827.55256419389,321250.51310743886,4090,0,Basin188330
4095.0,52953.12762415835,220492.01961304276,622284.9638872677,4095,0,Basin188336
4097.0,38374.3113543677,159787.15123002595,450960.2742417999,4097,0,Basin188339
4100.0,329598.6489985648,1372418.8738243403,3873317.641313243,4100,0,Basin188358
4103.0,4632.437866700146,19289.05103038067,54438.64338004399,4103,0,Basin188380
4106.0,0.0,0.0,0.0,4106,0,Basin188394
4107.0,1204.0296776819316,5013.470350427667,14149.297654586053,4107,0,Basin188407
4108.0,1076.159038383639,4481.0286085875005,12646.610660859216,4108,0,Basin188409
4109.0,4226.490838130328,17598.72443021141,49668.10869497914,4109,0,Basin188416
4110.0,386.28752370309826,1608.4662053797063,4539.503680383511,4110,0,Basin188483
4111.0,5621.8866947033885,23409.026189140914,66066.2687126295,4111,0,Basin188489
4113.0,16812.12374448137,70004.15810593036,197569.66748891168,4113,0,Basin188506
4115.0,6732.464560586496,28033.371673021134,79117.35630976275,4115,0,Basin188522
4116.0,31261.388182299903,130169.58441332808,367371.91340541816,4116,0,Basin188523
4117.0,565535.758210436,2354839.5927858935,6645960.581833214,4117,0,Basin188525
4126.0,6377.0992783325855,26553.662875824866,74941.23901969973,4126,0,Basin188752
4127.0,567.339762853371,2362.351304462969,6667.1605564985275,4127,0,Basin188761
4129.0,35766.11245693634,148926.84763230637,420309.7153509512,4129,0,Basin188763
4130.0,6000.406394795822,24985.14788168901,70514.4878919472,4130,0,Basin188775
4131.0,430.53742404342154,1792.7187761242246,5059.5116359236235,4131,0,Basin188854
4133.0,17323.530896116274,72133.61109138705,203579.5293264517,4133,0,Basin188856
4138.0,5274.325199952218,21961.811655160276,61981.85855757826,4138,0,Basin189003
4140.0,97624.535690615,406499.7102907463,1147246.3174966474,4140,0,Basin189005
4146.0,3639.606237126826,15154.990192764393,42771.26465332821,4146,0,Basin189027
4147.0,425358.3956780626,1771153.7718431507,4998649.669427839,4147,0,Basin189028
4148.0,27503.277818834104,114521.15378897266,323208.0334470461,4148,0,Basin189033
4151.0,258154.3307655753,1074931.2140041867,3033731.256404728,4151,0,Basin189039
4155.0,16440.984218276444,68458.76678793352,193208.1772989308,4155,0,Basin189060
4164.0,21775.392445931113,90670.75871982097,255896.1086873611,4164,0,Basin189099
4166.0,0.0884897145555697,0.36846314377921224,1.0398973827843383,4166,0,Basin189109
4168.0,0.0,0.0,0.0,4168,0,Basin189187
4170.0,89.7294844897525,373.62543331541667,1054.4666863049392,4170,0,Basin189206
4171.0,1.5005268285363909,6.248057588889237,17.633619111888788,4171,0,Basin189207
4172.0,0.0,0.0,0.0,4172,0,Basin189211
4173.0,36582.09139929645,152324.50992412935,429898.78873455396,4173,0,Basin189229
4178.0,69456.71408752618,289211.4564703721,816228.818899184,4178,0,Basin189472
4180.0,3162.963897150668,13170.294729252573,37169.94562597226,4180,0,Basin189478
4182.0,67.94792767927171,282.9290067408312,798.4981363559701,4182,0,Basin189481
4184.0,11041.141323863172,45974.31083978035,129751.28265813399,4184,0,Basin189504
4185.0,848.755134361659,3534.139381919393,9974.246693870768,4185,0,Basin189578
4189.0,79920.75351747074,332782.7673775371,939198.2201590118,4189,0,Basin189703
4190.0,10258.126397441529,42713.90771988795,120549.58982008556,4190,0,Basin189726
4194.0,2668119.162531973,11109806.14573823,31354718.997668006,4194,0,Basin189745
4195.0,13223.893280679504,55063.091972571936,155402.15133321926,4195,0,Basin189751
4198.0,1657761.9397608703,6902770.327937158,19481386.182506472,4198,0,Basin189759
4200.0,255676.579656948,1064614.083165055,3004613.670185886,4200,0,Basin189785
4207.0,385167.4874574743,1603802.4760606326,4526341.441514309,4207,0,Basin189792
4208.0,23762.15593275859,98943.4616433058,279243.7955969618,4208,0,Basin189793
4209.0,247047.22674732932,1028682.2404890152,2903204.805314934,4209,0,Basin189804
4210.0,65256.8046333613,271723.41451157676,766873.084492621,4210,0,Basin189818
4211.0,5532.424839647005,23036.515140507174,65014.94710537374,4211,0,Basin189835
4212.0,2726.4650285728076,11352.753038898632,32040.37736708277,4212,0,Basin189851
4213.0,5.78224382639511,24.076738738190258,67.95072457729731,4213,0,Basin189899
4214.0,37.11846441193164,154.55791848993258,436.20203985065086,4214,0,Basin189919
4217.0,82854.94337859914,345000.46777476824,973679.7005491833,4217,0,Basin189980
4221.0,768.9478076472979,3201.8289134601255,9036.381422250277,4221,0,Basin190192
4222.0,2755.5469928284842,11473.847699794982,32382.137521554894,4222,0,Basin190202
4224.0,10222.845404964417,42567.00086784242,120134.98104975278,4224,0,Basin190423
4225.0,37857.29499481816,157634.34201167012,444884.4951317359,4225,0,Basin190447
4227.0,30679.777928043615,127747.81207725707,360537.05147554,4227,0,Basin190460
4230.0,324335.67501307954,1350504.3275964581,3811469.1778996643,4230,0,Basin190469
4236.0,149908.9274295954,624207.1743444431,1761672.552261969,4236,0,Basin190524
4237.0,29175.14963110967,121482.67634603835,342855.2334710046,4237,0,Basin190537
4238.0,2.3695875401479003,9.866747552391,27.846489206728762,4238,0,Basin190545
4239.0,469.58782683493615,1955.3211107647128,5518.417078929309,4239,0,Basin190566
4240.0,18174.947410888144,75678.83221989885,213585.05154807246,4240,0,Basin190627
4241.0,7.913314707166108,32.95032455874475,92.99425695359417,4241,0,Basin190639
4242.0,9.158267525388313,38.134195153907285,107.62446775110172,4242,0,Basin190641
4243.0,234387.51557832895,975968.3516478734,2754432.7070256816,4243,0,Basin190642
4244.0,437.70871619449116,1822.579386074356,5143.7859267441245,4244,0,Basin190643
4245.0,22.98306263296478,95.6993878209287,270.088188219659,4245,0,Basin190646
4247.0,4.551609526564296,18.952489154658856,53.488779548024404,4247,0,Basin190653
4248.0,196.10902750251907,816.5801998568439,2304.598511414404,4248,0,Basin190658
4249.0,19414.396722315098,80839.78671203434,228150.5872323054,4249,0,Basin190662
4251.0,374870.8234031927,1560928.1010337307,4405338.97184612,4251,0,Basin190702
4261.0,241871.74866476795,1007132.0192634349,2842384.560388801,4261,0,Basin190912
4262.0,1.3941170989609275,5.804977128239211,16.38313254580517,4262,0,Basin190919
4263.0,14.978394496025224,62.368675868028646,176.02038059402454,4263,0,Basin190920
4264.0,298.3554903378525,1242.3251954851528,3506.159954294287,4264,0,Basin190921
4265.0,12.48613441421439,51.991130980788924,146.7322904548544,4265,0,Basin190924
4266.0,2351.592938277122,9791.819662639493,27635.023507199152,4266,0,Basin191019
4268.0,18553.10488910459,77253.44565341546,218029.01403402508,4268,0,Basin191143
4269.0,10026.555018547264,41749.6655059176,117828.25127752892,4269,0,Basin191167
4274.0,243319.5500829041,1013160.5330265735,2859398.5705827866,4274,0,Basin191183
4280.0,254854.04739266614,1061189.1334352554,2994947.584661955,4280,0,Basin191197
4282.0,7017.2539841366315,29219.20899709178,82464.09302014587,4282,0,Basin191243
4286.0,0.00704345505180235,0.02932830786593745,0.08277199797642915,4286,0,Basin191265
4287.0,0.30963306967866583,1.289284012778277,3.6386897663696804,4287,0,Basin191266
4288.0,1388.6490586672487,5782.208704507263,16318.874221333064,4288,0,Basin191339
4289.0,334.81720251105367,1394.1484572324118,3934.64409226647,4289,0,Basin191343
4290.0,655.4967464906154,2729.4289868830338,7703.147812406813,4290,0,Basin191345
4291.0,173.07272429297404,720.6591231049259,2033.884660240335,4291,0,Basin191360
4293.0,90.44168304415044,376.59096348653816,1062.8361721424837,4293,0,Basin191380
4294.0,45204.20302835759,188226.20056484363,531222.5568376203,4294,0,Basin191383
4295.0,34250.29895887057,142615.13773827636,402496.45312782715,4295,0,Basin191386
4296.0,936.7530690221448,3900.5547988288768,11008.364866852336,4296,0,Basin191390
4297.0,3997.3891791203932,16644.76590579078,46975.79335875585,4297,0,Basin191391
4298.0,3489.327917219924,14529.24490165508,41005.25114152874,4298,0,Basin191392
4300.0,1790.8212730298808,7456.817320762265,21045.048729237606,4300,0,Basin191423
4303.0,8683.829401038667,36158.67784430172,102049.05182528266,4303,0,Basin191427
4304.0,5093.650288207215,21209.49771316208,59858.635889248435,4304,0,Basin191428
4311.0,3968.278314212971,16523.55090520238,46633.69357484475,4311,0,Basin191632
4313.0,290.88142146200266,1211.2038507204054,3418.3275468582196,4313,0,Basin191639
4314.0,13.397118700476554,55.78438690590355,157.437830412798,4314,0,Basin191641
4315.0,541.7093404712534,2255.6285508103556,6365.961605991306,4315,0,Basin191643
4316.0,126.42034398008146,526.402843703357,1485.6436761701357,4316,0,Basin191739
4319.0,57189.95489653608,238133.7840177574,672074.5424160596,4319,0,Basin191863
4320.0,110519.21623737669,460191.99030488054,1298779.6863154261,4320,0,Basin191867
4321.0,39910.9898895009,166185.74124556547,469018.73442433757,4321,0,Basin191868
4325.0,48188.39273066634,200652.09576485277,566291.6162955314,4325,0,Basin191873
4329.0,0.7788128410418896,3.242906017576848,9.152311532994096,4329,0,Basin191877
4330.0,16694.575431503003,69514.69759446318,196188.28453801337,4330,0,Basin191887
4332.0,337391.95771366014,1404869.5043188331,3964901.6336084004,4332,0,Basin191889
4340.0,210842.26740636033,877928.074243009,2477737.928722807,4340,0,Basin191914
4341.0,325639.6984051504,1355934.1627023488,3826793.5635564,4341,0,Basin191915
4342.0,23828.90444101405,99221.3963763751,280028.1986136087,4342,0,Basin191936
4347.0,30379.115767420237,126495.88211596003,357003.7844116238,4347,0,Basin191962
4349.0,0.13441131344595242,0.559676515632647,1.5795505022369158,4349,0,Basin191984
4350.0,283.6930367651832,1181.2720689603775,3333.8523909577534,4350,0,Basin191989
4351.0,256.41834688565143,1067.7027346135667,3013.3306358088175,4351,0,Basin191996
4353.0,47.74639372841351,198.81165201683865,561.0974125629906,4353,0,Basin192086
4355.0,1.4447438885012005,6.015782487112226,16.97807927160393,4355,0,Basin192090
4356.0,182.9246362292089,761.6815906594057,2149.6605726089842,4356,0,Basin192096
4357.0,213.1791289035001,887.6585535211627,2505.199833951116,4357,0,Basin192104
4358.0,59.45071372332614,247.54737868047448,698.642118081695,4358,0,Basin192107
4359.0,246.0329843833535,1024.4590272956907,2891.2858158018066,4359,0,Basin192108
4361.0,36503.1601030033,151995.8471668721,428971.2182383978,4361,0,Basin192110
4362.0,24183.559885124956,100698.14947193915,284195.97415648884,4362,0,Basin192114
4363.0,53289.84899620085,221894.09685946134,626241.9850537748,4363,0,Basin192144
4364.0,4632.104689005928,19287.663708687236,54434.728002828,4364,0,Basin192145
4365.0,2031.717488403211,8459.887307898807,23875.969194373305,4365,0,Basin192149
4369.0,1333843.7630973803,5554004.42559368,15674823.286011774,4369,0,Basin192163
4374.0,178946.99116427384,745119.0374539316,2102916.8045513593,4374,0,Basin192352
4375.0,379.39240568078276,1579.7555594476796,4458.474882614114,4375,0,Basin192460
4376.0,11160.523979233254,46471.40938655833,131154.22210135293,4376,0,Basin192461
4377.0,103.3725509581478,430.4339244149881,1214.7948011021415,4377,0,Basin192462
4379.0,31023.570652007453,129179.33379157547,364577.1724733966,4379,0,Basin192469
4386.0,97640.28155400415,406565.2746374619,1147431.356879024,4386,0,Basin192598
4390.0,681014.8688739729,2835684.1335284673,8003027.056150557,4390,0,Basin192621
4394.0,36443.8799097034,151749.00981976546,428274.58001130976,4394,0,Basin192632
4397.0,1533395.0530276191,6384917.893923597,18019873.952881992,4397,0,Basin192695
4399.0,157.5460363778593,656.0074031800165,1851.4209444590215,4399,0,Basin192784
4400.0,3897.6059092746186,16229.277422314488,45803.178420630786,4400,0,Basin192786
4401.0,3751.012304441877,15618.87495050315,44080.466275336665,4401,0,Basin192791
4402.0,127.94728050249961,532.7608688617291,1503.5876519340454,4402,0,Basin192796
4403.0,7723.688834481114,32160.739627407755,90765.84600545521,4403,0,Basin192799
4406.0,0.0,0.0,0.0,4406,0,Basin192817
4407.0,9.575754558953404,39.872573287988054,112.53061617446569,4407,0,Basin192819
4408.0,25.855221432830618,107.6587965064106,303.8407032313994,4408,0,Basin192822
4409.0,0.0,0.0,0.0,4409,0,Basin192825
4410.0,1.07856344917615,4.491040357003627,12.674866379649,4410,0,Basin192827
4411.0,4008.356838694816,16690.434245292025,47104.68111191444,4411,0,Basin192871
4416.0,4670.917843483554,19449.278162871437,54890.845394115786,4416,0,Basin193183
4420.0,4999.872554644087,20819.01573795512,58756.59572350124,4420,0,Basin193191
4426.0,19587.6879729797,81561.3557591264,230187.03993113723,4426,0,Basin193339
4435.0,36951.18362032719,153861.3764491088,434236.21977480093,4435,0,Basin193398
4436.0,321067.29382217885,1336895.084819301,3773060.408434996,4436,0,Basin193414
4438.0,0.0,0.0,0.0,4438,0,Basin193421
4439.0,0.0,0.0,0.0,4439,0,Basin193422
4440.0,65241.755910317515,271660.75299401593,766696.2376377513,4440,0,Basin193460
4441.0,8906.894694851297,37087.501491649135,104670.43009947863,4441,0,Basin193508
4442.0,6723.343102797269,27995.390750269285,79010.16441599483,4442,0,Basin193516
4443.0,23272.700135232113,96905.41210496861,273491.8977024695,4443,0,Basin193524
4444.0,1.1063281453842717,4.6066500332501805,13.001146502323564,4444,0,Basin193531
4445.0,1.151359459423401,4.79415633974806,13.530337333685358,4445,0,Basin193533
4447.0,0.0,0.0,0.0,4447,0,Basin193544
4448.0,44.99278393300529,187.34587063136254,528.7380402468314,4448,0,Basin193548
4458.0,6878.653189763906,28642.087862942342,80835.30933557973,4458,0,Basin193793
4460.0,18344.98720130764,76386.86248149698,215583.29432594226,4460,0,Basin193907
4462.0,10471.535528794484,43602.523982743245,123057.49255511873,4462,0,Basin193910
4471.0,86448.14869551576,359962.24874518666,1015905.6792816821,4471,0,Basin194070
4482.0,52875.11252781756,220167.1718292711,621368.1602235888,4482,0,Basin194134
4486.0,5128.90388655758,21356.290498549,60272.92273424955,4486,0,Basin194203
4487.0,450398.07040998305,1875416.7058719238,5292906.378812335,4487,0,Basin194206
4490.0,3551.7228920822913,14789.051916620365,41738.49309381827,4490,0,Basin194221
4491.0,753.4038677892758,3137.105358010015,8853.714968214383,4491,0,Basin194223
4492.0,1191.8034378123853,4962.561396753701,14005.619545717811,4492,0,Basin194224
4493.0,9612.295615366356,40024.72693195166,112960.03273568807,4493,0,Basin194226
